Mapping parameters for Strongylocentrotus purpuratus (purple urchin)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."

Map type: Computer-generated,
Map Option: In FAO
FAOAreas: 67 |  77,
Bounding Box (NSWE): ,,,,

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Strongylocentrotus,purpuratus,-40.25,174.75,3417:104:2,0.60
Strongylocentrotus,purpuratus,-40.75,174.25,3417:104:3,0.61
Strongylocentrotus,purpuratus,-40.75,174.75,3417:104:4,0.60
Strongylocentrotus,purpuratus,-41.25,171.75,3417:111:2,0.67
Strongylocentrotus,purpuratus,-41.75,171.25,3417:111:3,0.65
Strongylocentrotus,purpuratus,-41.75,171.75,3417:111:4,0.70
Strongylocentrotus,purpuratus,-41.25,172.25,3417:112:1,0.66
Strongylocentrotus,purpuratus,-41.25,173.25,3417:113:1,0.65
Strongylocentrotus,purpuratus,-41.25,173.75,3417:113:2,0.67
Strongylocentrotus,purpuratus,-41.25,174.25,3417:114:1,0.67
Strongylocentrotus,purpuratus,-41.25,174.75,3417:114:2,0.63
Strongylocentrotus,purpuratus,-41.75,174.25,3417:114:3,0.75
Strongylocentrotus,purpuratus,-41.75,174.75,3417:114:4,0.64
Strongylocentrotus,purpuratus,-42.75,170.25,3417:120:3,0.60
Strongylocentrotus,purpuratus,-42.75,170.75,3417:120:4,0.61
Strongylocentrotus,purpuratus,-42.25,171.25,3417:121:1,0.61
Strongylocentrotus,purpuratus,-42.75,171.25,3417:121:3,0.65
Strongylocentrotus,purpuratus,-42.25,173.75,3417:123:2,0.74
Strongylocentrotus,purpuratus,-42.75,173.25,3417:123:3,0.77
Strongylocentrotus,purpuratus,-42.75,173.75,3417:123:4,0.77
Strongylocentrotus,purpuratus,-42.25,174.25,3417:124:1,0.76
Strongylocentrotus,purpuratus,-43.25,170.25,3417:130:1,0.61
Strongylocentrotus,purpuratus,-43.75,171.75,3417:131:4,0.76
Strongylocentrotus,purpuratus,-43.25,172.75,3417:132:2,0.70
Strongylocentrotus,purpuratus,-43.75,172.25,3417:132:3,0.79
Strongylocentrotus,purpuratus,-43.25,173.25,3417:133:1,0.79
Strongylocentrotus,purpuratus,-43.25,173.75,3417:133:2,0.78
Strongylocentrotus,purpuratus,-43.75,173.25,3417:133:3,0.79
Strongylocentrotus,purpuratus,-43.75,173.75,3417:133:4,0.79
Strongylocentrotus,purpuratus,-44.25,171.25,3417:141:1,0.76
Strongylocentrotus,purpuratus,-44.75,171.75,3417:141:4,0.79
Strongylocentrotus,purpuratus,-44.25,172.25,3417:142:1,0.79
Strongylocentrotus,purpuratus,-44.25,172.75,3417:142:2,0.79
Strongylocentrotus,purpuratus,-44.75,172.25,3417:142:3,0.78
Strongylocentrotus,purpuratus,-44.25,173.25,3417:143:1,0.79
Strongylocentrotus,purpuratus,-44.25,173.75,3417:143:2,0.70
Strongylocentrotus,purpuratus,-40.75,175.25,3417:205:3,0.60
Strongylocentrotus,purpuratus,-41.25,175.25,3417:215:1,0.63
Strongylocentrotus,purpuratus,-41.25,175.75,3417:215:2,0.62
Strongylocentrotus,purpuratus,-41.75,175.25,3417:215:3,0.66
Strongylocentrotus,purpuratus,-41.75,175.75,3417:215:4,0.65
Strongylocentrotus,purpuratus,-41.25,176.25,3417:216:1,0.60
Strongylocentrotus,purpuratus,-43.25,175.25,3417:235:1,0.70
Strongylocentrotus,purpuratus,-43.25,175.75,3417:235:2,0.69
Strongylocentrotus,purpuratus,-44.25,176.25,3417:246:1,0.64
Strongylocentrotus,purpuratus,-45.25,170.75,3417:350:2,0.77
Strongylocentrotus,purpuratus,-45.75,170.25,3417:350:3,0.77
Strongylocentrotus,purpuratus,-45.75,170.75,3417:350:4,0.79
Strongylocentrotus,purpuratus,-45.25,171.25,3417:351:1,0.79
Strongylocentrotus,purpuratus,-45.75,171.25,3417:351:3,0.79
Strongylocentrotus,purpuratus,-46.25,170.25,3417:360:1,0.78
Strongylocentrotus,purpuratus,-46.25,170.75,3417:360:2,0.78
Strongylocentrotus,purpuratus,-50.75,166.25,3516:206:3,0.62
Strongylocentrotus,purpuratus,-7.75,-79.75,5007:479:4,0.67
Strongylocentrotus,purpuratus,-8.25,-79.75,5007:489:2,0.61
Strongylocentrotus,purpuratus,-8.75,-79.25,5007:489:3,0.63
Strongylocentrotus,purpuratus,-9.75,-78.75,5007:498:4,0.62
Strongylocentrotus,purpuratus,-4.75,-81.25,5008:141:3,0.64
Strongylocentrotus,purpuratus,-5.25,-81.25,5008:351:1,0.70
Strongylocentrotus,purpuratus,-5.75,-81.25,5008:351:3,0.68
Strongylocentrotus,purpuratus,-7.25,-80.25,5008:370:1,0.66
Strongylocentrotus,purpuratus,-13.75,-76.25,5107:236:3,0.62
Strongylocentrotus,purpuratus,-14.75,-75.75,5107:245:4,0.64
Strongylocentrotus,purpuratus,-14.25,-76.25,5107:246:1,0.64
Strongylocentrotus,purpuratus,-15.75,-74.75,5107:354:4,0.65
Strongylocentrotus,purpuratus,-15.25,-75.25,5107:455:1,0.65
Strongylocentrotus,purpuratus,-20.25,-70.25,5207:100:1,0.62
Strongylocentrotus,purpuratus,-20.75,-70.25,5207:100:3,0.61
Strongylocentrotus,purpuratus,-21.25,-70.25,5207:110:1,0.69
Strongylocentrotus,purpuratus,-21.75,-70.25,5207:110:3,0.69
Strongylocentrotus,purpuratus,-22.25,-70.25,5207:120:1,0.75
Strongylocentrotus,purpuratus,-23.25,-70.75,5207:130:2,0.73
Strongylocentrotus,purpuratus,-24.25,-70.75,5207:140:2,0.73
Strongylocentrotus,purpuratus,-24.75,-70.75,5207:140:4,0.73
Strongylocentrotus,purpuratus,-25.25,-70.75,5207:350:2,0.73
Strongylocentrotus,purpuratus,-25.75,-70.75,5207:350:4,0.74
Strongylocentrotus,purpuratus,-28.25,-71.25,5207:381:1,0.75
Strongylocentrotus,purpuratus,-28.75,-71.75,5207:381:4,0.76
Strongylocentrotus,purpuratus,-29.25,-71.75,5207:391:2,0.77
Strongylocentrotus,purpuratus,-29.75,-71.75,5207:391:4,0.77
Strongylocentrotus,purpuratus,-30.25,-71.75,5307:101:2,0.78
Strongylocentrotus,purpuratus,-30.75,-71.75,5307:101:4,0.79
Strongylocentrotus,purpuratus,-31.75,-71.25,5307:111:3,0.65
Strongylocentrotus,purpuratus,-35.75,-72.75,5307:352:4,0.67
Strongylocentrotus,purpuratus,-36.25,-72.75,5307:362:2,0.71
Strongylocentrotus,purpuratus,-36.75,-72.75,5307:362:4,0.78
Strongylocentrotus,purpuratus,-37.25,-73.25,5307:373:1,0.71
Strongylocentrotus,purpuratus,-41.25,-72.75,5407:112:2,0.62
Strongylocentrotus,purpuratus,-42.25,-72.25,5407:122:1,0.74
Strongylocentrotus,purpuratus,-44.25,-75.25,5407:245:1,0.64
Strongylocentrotus,purpuratus,-46.25,-75.75,5407:465:2,0.70
Strongylocentrotus,purpuratus,-43.25,-176.75,5417:236:2,0.60
Strongylocentrotus,purpuratus,-43.75,-176.25,5417:236:3,0.70
Strongylocentrotus,purpuratus,-43.75,-176.75,5417:236:4,0.70
Strongylocentrotus,purpuratus,-43.75,-177.25,5417:237:3,0.69
Strongylocentrotus,purpuratus,-44.25,-176.25,5417:246:1,0.73
Strongylocentrotus,purpuratus,-44.25,-176.75,5417:246:2,0.72
Strongylocentrotus,purpuratus,-52.75,-69.75,5506:229:4,0.68
Strongylocentrotus,purpuratus,-53.25,-69.25,5506:239:1,0.67
Strongylocentrotus,purpuratus,-53.25,-69.75,5506:239:2,0.69
Strongylocentrotus,purpuratus,-53.75,-69.75,5506:239:4,0.70
Strongylocentrotus,purpuratus,-54.75,-68.75,5506:248:4,0.70
Strongylocentrotus,purpuratus,-54.25,-69.25,5506:249:1,0.69
Strongylocentrotus,purpuratus,-54.25,-69.75,5506:249:2,0.70
Strongylocentrotus,purpuratus,-54.75,-69.25,5506:249:3,0.70
Strongylocentrotus,purpuratus,-54.75,-69.75,5506:249:4,0.70
Strongylocentrotus,purpuratus,-55.25,-66.75,5506:456:2,0.73
Strongylocentrotus,purpuratus,-55.75,-66.75,5506:456:4,0.72
Strongylocentrotus,purpuratus,-55.25,-67.25,5506:457:1,0.73
Strongylocentrotus,purpuratus,-55.25,-67.75,5506:457:2,0.73
Strongylocentrotus,purpuratus,-55.75,-67.25,5506:457:3,0.73
Strongylocentrotus,purpuratus,-55.75,-67.75,5506:457:4,0.74
Strongylocentrotus,purpuratus,-55.25,-68.25,5506:458:1,0.72
Strongylocentrotus,purpuratus,-55.25,-68.75,5506:458:2,0.72
Strongylocentrotus,purpuratus,-55.75,-68.25,5506:458:3,0.75
Strongylocentrotus,purpuratus,-55.75,-68.75,5506:458:4,0.75
Strongylocentrotus,purpuratus,-55.25,-69.25,5506:459:1,0.72
Strongylocentrotus,purpuratus,-55.25,-69.75,5506:459:2,0.73
Strongylocentrotus,purpuratus,-55.75,-69.25,5506:459:3,0.75
Strongylocentrotus,purpuratus,-55.75,-69.75,5506:459:4,0.76
Strongylocentrotus,purpuratus,-56.25,-67.25,5506:467:1,0.69
Strongylocentrotus,purpuratus,-56.25,-67.75,5506:467:2,0.72
Strongylocentrotus,purpuratus,-56.25,-68.25,5506:468:1,0.74
Strongylocentrotus,purpuratus,-56.25,-68.75,5506:468:2,0.64
Strongylocentrotus,purpuratus,-52.75,-70.25,5507:120:3,0.69
Strongylocentrotus,purpuratus,-52.75,-70.75,5507:120:4,0.69
Strongylocentrotus,purpuratus,-52.75,-71.25,5507:121:3,0.70
Strongylocentrotus,purpuratus,-52.75,-71.75,5507:121:4,0.75
Strongylocentrotus,purpuratus,-52.25,-72.25,5507:122:1,0.78
Strongylocentrotus,purpuratus,-52.25,-72.75,5507:122:2,0.78
Strongylocentrotus,purpuratus,-52.75,-72.25,5507:122:3,0.75
Strongylocentrotus,purpuratus,-52.75,-72.75,5507:122:4,0.75
Strongylocentrotus,purpuratus,-52.25,-73.25,5507:123:1,0.78
Strongylocentrotus,purpuratus,-52.25,-73.75,5507:123:2,0.79
Strongylocentrotus,purpuratus,-52.75,-73.25,5507:123:3,0.77
Strongylocentrotus,purpuratus,-52.75,-73.75,5507:123:4,0.79
Strongylocentrotus,purpuratus,-53.25,-70.25,5507:130:1,0.71
Strongylocentrotus,purpuratus,-53.25,-70.75,5507:130:2,0.70
Strongylocentrotus,purpuratus,-53.75,-70.25,5507:130:3,0.74
Strongylocentrotus,purpuratus,-53.75,-70.75,5507:130:4,0.74
Strongylocentrotus,purpuratus,-53.25,-71.25,5507:131:1,0.73
Strongylocentrotus,purpuratus,-53.25,-71.75,5507:131:2,0.75
Strongylocentrotus,purpuratus,-53.75,-71.25,5507:131:3,0.74
Strongylocentrotus,purpuratus,-53.75,-71.75,5507:131:4,0.75
Strongylocentrotus,purpuratus,-53.25,-72.25,5507:132:1,0.76
Strongylocentrotus,purpuratus,-53.25,-72.75,5507:132:2,0.77
Strongylocentrotus,purpuratus,-53.75,-72.25,5507:132:3,0.76
Strongylocentrotus,purpuratus,-53.75,-72.75,5507:132:4,0.78
Strongylocentrotus,purpuratus,-53.25,-73.25,5507:133:1,0.79
Strongylocentrotus,purpuratus,-54.25,-70.25,5507:140:1,0.71
Strongylocentrotus,purpuratus,-54.25,-70.75,5507:140:2,0.73
Strongylocentrotus,purpuratus,-54.75,-70.25,5507:140:3,0.72
Strongylocentrotus,purpuratus,-54.75,-70.75,5507:140:4,0.73
Strongylocentrotus,purpuratus,-54.25,-71.25,5507:141:1,0.74
Strongylocentrotus,purpuratus,-54.25,-71.75,5507:141:2,0.75
Strongylocentrotus,purpuratus,-54.75,-71.25,5507:141:3,0.75
Strongylocentrotus,purpuratus,-54.75,-71.75,5507:141:4,0.77
Strongylocentrotus,purpuratus,-54.25,-72.25,5507:142:1,0.77
Strongylocentrotus,purpuratus,-54.25,-72.75,5507:142:2,0.79
Strongylocentrotus,purpuratus,-54.75,-72.25,5507:142:3,0.78
Strongylocentrotus,purpuratus,-50.75,-75.75,5507:205:4,0.74
Strongylocentrotus,purpuratus,-51.25,-75.75,5507:215:2,0.75
Strongylocentrotus,purpuratus,-51.75,-75.75,5507:215:4,0.64
Strongylocentrotus,purpuratus,-55.25,-70.25,5507:350:1,0.73
Strongylocentrotus,purpuratus,-55.25,-70.75,5507:350:2,0.63
Strongylocentrotus,purpuratus,26.25,-112.75,7211:362:2,0.72
Strongylocentrotus,purpuratus,26.25,-113.25,7211:363:1,0.77
Strongylocentrotus,purpuratus,29.25,-114.75,7211:394:2,0.79
Strongylocentrotus,purpuratus,28.75,-118.25,7211:488:3,0.64
Strongylocentrotus,purpuratus,29.25,-118.25,7211:498:1,0.71
Strongylocentrotus,purpuratus,32.75,-119.25,7311:229:3,0.64
Strongylocentrotus,purpuratus,34.25,-120.75,7312:140:2,0.78
Strongylocentrotus,purpuratus,35.25,-121.25,7312:351:1,0.75
Strongylocentrotus,purpuratus,36.25,-121.25,7312:361:1,0.78
Strongylocentrotus,purpuratus,36.75,-121.75,7312:361:4,0.65
Strongylocentrotus,purpuratus,45.75,-124.25,7412:354:3,0.60
Strongylocentrotus,purpuratus,46.75,-124.25,7412:364:3,0.62
Strongylocentrotus,purpuratus,47.75,-124.25,7412:374:3,0.78
Strongylocentrotus,purpuratus,48.25,-124.75,7412:384:2,0.65
Strongylocentrotus,purpuratus,48.75,-124.75,7412:384:4,0.63
Strongylocentrotus,purpuratus,48.25,-125.25,7412:485:1,0.73
Strongylocentrotus,purpuratus,48.25,-125.75,7412:485:2,0.63
Strongylocentrotus,purpuratus,50.25,-125.75,7512:205:2,0.61
Strongylocentrotus,purpuratus,51.75,-129.75,7512:219:4,0.69
Strongylocentrotus,purpuratus,52.75,-130.25,7513:120:3,0.61
Strongylocentrotus,purpuratus,55.75,-133.25,7513:353:3,0.70
Strongylocentrotus,purpuratus,56.75,-132.75,7513:362:4,0.70
Strongylocentrotus,purpuratus,56.75,-133.25,7513:363:3,0.70
Strongylocentrotus,purpuratus,56.75,-133.75,7513:363:4,0.78
Strongylocentrotus,purpuratus,57.25,-134.25,7513:374:1,0.64
Strongylocentrotus,purpuratus,57.25,-134.75,7513:374:2,0.68
Strongylocentrotus,purpuratus,57.75,-134.75,7513:374:4,0.67
Strongylocentrotus,purpuratus,58.25,-134.25,7513:384:1,0.70
Strongylocentrotus,purpuratus,58.75,-139.25,7513:489:3,0.72
Strongylocentrotus,purpuratus,59.75,-142.75,7514:392:4,0.70
Strongylocentrotus,purpuratus,58.25,-148.75,7514:488:2,0.78
Strongylocentrotus,purpuratus,58.25,-149.25,7514:489:1,0.75
Strongylocentrotus,purpuratus,58.75,-149.25,7514:489:3,0.61
Strongylocentrotus,purpuratus,58.75,-149.75,7514:489:4,0.66
Strongylocentrotus,purpuratus,59.25,-147.75,7514:497:2,0.78
Strongylocentrotus,purpuratus,59.25,-149.25,7514:499:1,0.63
Strongylocentrotus,purpuratus,59.25,-149.75,7514:499:2,0.76
Strongylocentrotus,purpuratus,56.75,-151.75,7515:361:4,0.79
Strongylocentrotus,purpuratus,57.75,-150.75,7515:370:4,0.76
Strongylocentrotus,purpuratus,57.25,-151.25,7515:371:1,0.77
Strongylocentrotus,purpuratus,58.25,-150.25,7515:380:1,0.79
Strongylocentrotus,purpuratus,58.75,-150.75,7515:380:4,0.77
Strongylocentrotus,purpuratus,58.75,-151.25,7515:381:3,0.64
Strongylocentrotus,purpuratus,59.25,-151.25,7515:391:1,0.78
Strongylocentrotus,purpuratus,53.75,-163.25,7516:133:3,0.68
Strongylocentrotus,purpuratus,53.75,-163.75,7516:133:4,0.70
Strongylocentrotus,purpuratus,53.75,-164.25,7516:134:3,0.68
Strongylocentrotus,purpuratus,53.75,-164.75,7516:134:4,0.67
Strongylocentrotus,purpuratus,52.75,-168.25,7516:228:3,0.67
Strongylocentrotus,purpuratus,52.75,-168.75,7516:228:4,0.65
Strongylocentrotus,purpuratus,52.75,-169.25,7516:229:3,0.63
Strongylocentrotus,purpuratus,52.75,-169.75,7516:229:4,0.61
Strongylocentrotus,purpuratus,53.25,-166.25,7516:236:1,0.69
Strongylocentrotus,purpuratus,53.25,-166.75,7516:236:2,0.67
Strongylocentrotus,purpuratus,53.25,-167.25,7516:237:1,0.65
Strongylocentrotus,purpuratus,53.25,-167.75,7516:237:2,0.63
Strongylocentrotus,purpuratus,53.75,-167.25,7516:237:3,0.61
Strongylocentrotus,purpuratus,53.75,-167.75,7516:237:4,0.60
Strongylocentrotus,purpuratus,53.25,-168.25,7516:238:1,0.62
Strongylocentrotus,purpuratus,53.25,-168.75,7516:238:2,0.60
Strongylocentrotus,purpuratus,53.75,-168.25,7516:238:3,0.60
Strongylocentrotus,purpuratus,54.25,-166.75,7516:246:2,0.61
Strongylocentrotus,purpuratus,51.75,-172.75,7517:112:4,0.63
Strongylocentrotus,purpuratus,51.75,-173.25,7517:113:3,0.65
Strongylocentrotus,purpuratus,51.75,-173.75,7517:113:4,0.64
Strongylocentrotus,purpuratus,51.75,-174.25,7517:114:3,0.64
Strongylocentrotus,purpuratus,51.75,-174.75,7517:114:4,0.63
Strongylocentrotus,purpuratus,52.25,-171.25,7517:121:1,0.63
Strongylocentrotus,purpuratus,52.25,-173.75,7517:123:2,0.61
Strongylocentrotus,purpuratus,52.25,-174.25,7517:124:1,0.62
Strongylocentrotus,purpuratus,52.25,-174.75,7517:124:2,0.61
Strongylocentrotus,purpuratus,-26.75,-70.75,5207:360:4,0.83
Strongylocentrotus,purpuratus,-27.25,-70.75,5207:370:2,0.92
Strongylocentrotus,purpuratus,-27.75,-70.75,5207:370:4,1.00
Strongylocentrotus,purpuratus,-46.75,168.25,3416:468:3,0.84
Strongylocentrotus,purpuratus,-46.75,168.75,3416:468:4,0.82
Strongylocentrotus,purpuratus,-46.75,169.25,3416:469:3,0.80
Strongylocentrotus,purpuratus,-43.75,172.75,3417:132:4,0.80
Strongylocentrotus,purpuratus,-44.25,171.75,3417:141:2,0.80
Strongylocentrotus,purpuratus,-44.75,171.25,3417:141:3,0.80
Strongylocentrotus,purpuratus,-45.25,171.75,3417:351:2,0.80
Strongylocentrotus,purpuratus,-22.75,-70.25,5207:120:3,0.81
Strongylocentrotus,purpuratus,-23.25,-70.25,5207:130:1,0.87
Strongylocentrotus,purpuratus,-23.75,-70.25,5207:130:3,0.92
Strongylocentrotus,purpuratus,-24.25,-70.25,5207:140:1,0.97
Strongylocentrotus,purpuratus,-24.75,-70.25,5207:140:3,1.00
Strongylocentrotus,purpuratus,-25.25,-70.25,5207:350:1,1.00
Strongylocentrotus,purpuratus,-28.75,-71.25,5207:381:3,0.84
Strongylocentrotus,purpuratus,-29.25,-71.25,5207:391:1,0.91
Strongylocentrotus,purpuratus,-29.75,-71.25,5207:391:3,0.97
Strongylocentrotus,purpuratus,-30.25,-71.25,5307:101:1,1.00
Strongylocentrotus,purpuratus,-31.25,-71.75,5307:111:2,0.80
Strongylocentrotus,purpuratus,-31.75,-71.75,5307:111:4,0.81
Strongylocentrotus,purpuratus,-32.25,-71.25,5307:121:1,1.00
Strongylocentrotus,purpuratus,-32.25,-71.75,5307:121:2,0.82
Strongylocentrotus,purpuratus,-32.75,-71.25,5307:121:3,1.00
Strongylocentrotus,purpuratus,-32.75,-71.75,5307:121:4,0.86
Strongylocentrotus,purpuratus,-33.25,-71.75,5307:131:2,0.88
Strongylocentrotus,purpuratus,-33.75,-71.75,5307:131:4,0.88
Strongylocentrotus,purpuratus,-33.75,-72.25,5307:132:3,0.85
Strongylocentrotus,purpuratus,-34.25,-71.75,5307:141:2,0.88
Strongylocentrotus,purpuratus,-34.25,-72.25,5307:142:1,0.86
Strongylocentrotus,purpuratus,-34.75,-72.25,5307:142:3,0.89
Strongylocentrotus,purpuratus,-35.25,-72.25,5307:352:1,0.86
Strongylocentrotus,purpuratus,-35.25,-72.75,5307:352:2,0.87
Strongylocentrotus,purpuratus,-36.25,-73.25,5307:363:1,0.94
Strongylocentrotus,purpuratus,-36.75,-73.75,5307:363:4,1.00
Strongylocentrotus,purpuratus,-37.25,-73.75,5307:373:2,1.00
Strongylocentrotus,purpuratus,-37.75,-73.25,5307:373:3,0.86
Strongylocentrotus,purpuratus,-37.75,-73.75,5307:373:4,0.98
Strongylocentrotus,purpuratus,-38.25,-73.25,5307:383:1,0.98
Strongylocentrotus,purpuratus,-38.25,-73.75,5307:383:2,0.99
Strongylocentrotus,purpuratus,-38.75,-73.25,5307:383:3,1.00
Strongylocentrotus,purpuratus,-38.75,-73.75,5307:383:4,0.98
Strongylocentrotus,purpuratus,-38.25,-74.25,5307:384:1,0.99
Strongylocentrotus,purpuratus,-39.25,-73.25,5307:393:1,1.00
Strongylocentrotus,purpuratus,-39.25,-73.75,5307:393:2,1.00
Strongylocentrotus,purpuratus,-39.75,-73.25,5307:393:3,1.00
Strongylocentrotus,purpuratus,-39.75,-73.75,5307:393:4,1.00
Strongylocentrotus,purpuratus,-40.25,-73.75,5407:103:2,0.91
Strongylocentrotus,purpuratus,-40.75,-73.75,5407:103:4,1.00
Strongylocentrotus,purpuratus,-41.25,-73.75,5407:113:2,1.00
Strongylocentrotus,purpuratus,-41.75,-73.75,5407:113:4,1.00
Strongylocentrotus,purpuratus,-41.75,-74.25,5407:114:3,1.00
Strongylocentrotus,purpuratus,-42.25,-72.75,5407:122:2,0.93
Strongylocentrotus,purpuratus,-42.75,-72.75,5407:122:4,1.00
Strongylocentrotus,purpuratus,-42.25,-73.25,5407:123:1,1.00
Strongylocentrotus,purpuratus,-42.25,-73.75,5407:123:2,1.00
Strongylocentrotus,purpuratus,-42.75,-73.25,5407:123:3,1.00
Strongylocentrotus,purpuratus,-42.75,-73.75,5407:123:4,1.00
Strongylocentrotus,purpuratus,-42.25,-74.25,5407:124:1,1.00
Strongylocentrotus,purpuratus,-42.25,-74.75,5407:124:2,0.80
Strongylocentrotus,purpuratus,-42.75,-74.25,5407:124:3,1.00
Strongylocentrotus,purpuratus,-42.75,-74.75,5407:124:4,1.00
Strongylocentrotus,purpuratus,-43.25,-72.75,5407:132:2,1.00
Strongylocentrotus,purpuratus,-43.75,-72.75,5407:132:4,1.00
Strongylocentrotus,purpuratus,-43.25,-73.25,5407:133:1,1.00
Strongylocentrotus,purpuratus,-43.25,-73.75,5407:133:2,1.00
Strongylocentrotus,purpuratus,-43.75,-73.25,5407:133:3,1.00
Strongylocentrotus,purpuratus,-43.75,-73.75,5407:133:4,1.00
Strongylocentrotus,purpuratus,-43.25,-74.25,5407:134:1,1.00
Strongylocentrotus,purpuratus,-43.25,-74.75,5407:134:2,1.00
Strongylocentrotus,purpuratus,-43.75,-74.25,5407:134:3,1.00
Strongylocentrotus,purpuratus,-43.75,-74.75,5407:134:4,1.00
Strongylocentrotus,purpuratus,-44.25,-72.75,5407:142:2,1.00
Strongylocentrotus,purpuratus,-44.75,-72.75,5407:142:4,1.00
Strongylocentrotus,purpuratus,-44.25,-73.25,5407:143:1,1.00
Strongylocentrotus,purpuratus,-44.25,-73.75,5407:143:2,1.00
Strongylocentrotus,purpuratus,-44.75,-73.25,5407:143:3,1.00
Strongylocentrotus,purpuratus,-44.75,-73.75,5407:143:4,1.00
Strongylocentrotus,purpuratus,-44.25,-74.25,5407:144:1,1.00
Strongylocentrotus,purpuratus,-44.25,-74.75,5407:144:2,1.00
Strongylocentrotus,purpuratus,-44.75,-74.25,5407:144:3,1.00
Strongylocentrotus,purpuratus,-44.75,-74.75,5407:144:4,1.00
Strongylocentrotus,purpuratus,-43.75,-75.25,5407:235:3,0.91
Strongylocentrotus,purpuratus,-44.75,-75.25,5407:245:3,1.00
Strongylocentrotus,purpuratus,-45.25,-73.25,5407:353:1,1.00
Strongylocentrotus,purpuratus,-45.25,-73.75,5407:353:2,1.00
Strongylocentrotus,purpuratus,-45.75,-73.25,5407:353:3,1.00
Strongylocentrotus,purpuratus,-45.75,-73.75,5407:353:4,1.00
Strongylocentrotus,purpuratus,-45.25,-74.25,5407:354:1,1.00
Strongylocentrotus,purpuratus,-45.25,-74.75,5407:354:2,1.00
Strongylocentrotus,purpuratus,-45.75,-74.25,5407:354:3,1.00
Strongylocentrotus,purpuratus,-45.75,-74.75,5407:354:4,1.00
Strongylocentrotus,purpuratus,-46.25,-73.75,5407:363:2,1.00
Strongylocentrotus,purpuratus,-47.75,-73.75,5407:373:4,1.00
Strongylocentrotus,purpuratus,-47.25,-74.25,5407:374:1,1.00
Strongylocentrotus,purpuratus,-47.25,-74.75,5407:374:2,1.00
Strongylocentrotus,purpuratus,-47.75,-74.25,5407:374:3,1.00
Strongylocentrotus,purpuratus,-47.75,-74.75,5407:374:4,1.00
Strongylocentrotus,purpuratus,-46.75,-73.75,5407:363:4,1.00
Strongylocentrotus,purpuratus,-46.25,-74.75,5407:364:2,1.00
Strongylocentrotus,purpuratus,-46.75,-74.25,5407:364:3,1.00
Strongylocentrotus,purpuratus,-46.75,-74.75,5407:364:4,1.00
Strongylocentrotus,purpuratus,-48.25,-75.25,5407:485:1,1.00
Strongylocentrotus,purpuratus,-48.25,-75.75,5407:485:2,1.00
Strongylocentrotus,purpuratus,-48.75,-75.25,5407:485:3,1.00
Strongylocentrotus,purpuratus,-48.75,-75.75,5407:485:4,1.00
Strongylocentrotus,purpuratus,-49.25,-75.25,5407:495:1,1.00
Strongylocentrotus,purpuratus,-49.25,-75.75,5407:495:2,1.00
Strongylocentrotus,purpuratus,-49.75,-75.25,5407:495:3,0.98
Strongylocentrotus,purpuratus,-49.75,-75.75,5407:495:4,1.00
Strongylocentrotus,purpuratus,-48.25,-73.75,5407:383:2,1.00
Strongylocentrotus,purpuratus,-48.25,-74.25,5407:384:1,1.00
Strongylocentrotus,purpuratus,-48.25,-74.75,5407:384:2,1.00
Strongylocentrotus,purpuratus,-48.75,-74.25,5407:384:3,0.98
Strongylocentrotus,purpuratus,-48.75,-74.75,5407:384:4,0.97
Strongylocentrotus,purpuratus,-49.25,-73.75,5407:393:2,0.95
Strongylocentrotus,purpuratus,-49.25,-74.25,5407:394:1,0.95
Strongylocentrotus,purpuratus,-49.75,-74.25,5407:394:3,0.91
Strongylocentrotus,purpuratus,-49.75,-74.75,5407:394:4,0.94
Strongylocentrotus,purpuratus,-45.25,-75.25,5407:455:1,0.89
Strongylocentrotus,purpuratus,-45.75,-75.25,5407:455:3,1.00
Strongylocentrotus,purpuratus,-46.75,-75.75,5407:465:4,1.00
Strongylocentrotus,purpuratus,-47.25,-75.25,5407:475:1,1.00
Strongylocentrotus,purpuratus,-47.75,-75.25,5407:475:3,1.00
Strongylocentrotus,purpuratus,-47.75,-75.75,5407:475:4,1.00
Strongylocentrotus,purpuratus,-46.25,-75.25,5407:465:1,1.00
Strongylocentrotus,purpuratus,-46.75,-75.25,5407:465:3,1.00
Strongylocentrotus,purpuratus,-50.75,-73.75,5507:103:4,0.85
Strongylocentrotus,purpuratus,-50.25,-74.25,5507:104:1,0.88
Strongylocentrotus,purpuratus,-50.25,-74.75,5507:104:2,0.91
Strongylocentrotus,purpuratus,-50.75,-74.75,5507:104:4,0.89
Strongylocentrotus,purpuratus,-51.75,-72.25,5507:112:3,0.80
Strongylocentrotus,purpuratus,-51.75,-72.75,5507:112:4,0.80
Strongylocentrotus,purpuratus,-51.25,-73.25,5507:113:1,0.83
Strongylocentrotus,purpuratus,-51.25,-73.75,5507:113:2,0.83
Strongylocentrotus,purpuratus,-51.75,-73.25,5507:113:3,0.80
Strongylocentrotus,purpuratus,-51.75,-73.75,5507:113:4,0.80
